Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Label
0,5.22E-07,3.21E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.125490196,1,1,0,0.03,0.04,0,0.01,0,0,1
0,4.79E-07,0.011925203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526419,0.021526419,0,0,0,0,1,0,0,0.164705882,1,1,0,0.02,0.04,0,0.01,0,0,1
0,3.04E-07,7.24E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011741683,0.011741683,0,0,0,0,1,0,0,0.282352941,1,1,0,0.01,0.02,0,0.01,0,0,1
0,3.63E-07,3.16E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011741683,0.048923679,0,0,0,0,1,0,0.08,0.360784314,1,1,0,0.01,0.02,0,0.01,0,0,1
0,4.41E-07,2.54E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.050880626,0.050880626,0,0,0,0,1,0,0,0.101960784,1,1,0,0.04,0.02,0,0,0,0,1
0,4.57E-07,9.65E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.074509804,1,1,0,0.05,0.03,0,0,0,0,1
0,4.04E-07,1.81E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526419,0.029354207,0,0,0,0,1,0,0.13,0.650980392,1,1,0,0.01,0.02,0,0,0,0,1
0,4.37E-07,6.13E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.01369863,0,0,0,0,1,0,0.29,1,1,1,0,0,0,0,0,0,0,1
0,4.24E-07,1.81E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.009784736,0,0,0,0,1,0,0.6,1,1,1,0,0,0,0,0,0,0,1
0,3.22E-07,0.001099415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569472,0.019569472,0,0,0,0,1,0,0,0.039215686,1,1,0,0.1,0.05,0,0,0,0,1
0,3.68E-07,5.06E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.003913894,0,0,0,0,1,0,0,0.470588235,1,1,0,0.01,0.05,0,0,0,0,1
0,3.07E-07,0.002414136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.019607843,1,1,0,0.2,0.02,0,0,0,0,1
0,3.12E-07,1.49E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.007827789,0,0,0,0,1,0,0,0.478431373,1,1,0,0.01,0.02,0,0,0,0,1
0,4.40E-07,3.53E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.066536204,0.066536204,0,0,0,0,1,0,0,0.635294118,1,1,0,0.01,0.02,0,0,0,0,1
0,3.13E-07,1.27E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04109589,0.076320939,0,0,0,0,1,0,0.08,1,1,1,0,0,0,0.01,0.01,0,0,1
0,3.03E-07,0.001151981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011741683,0.011741683,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2.78E-07,3.18E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02739726,0.02739726,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,5.12E-07,5.95E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.025440313,0.033268102,0,0,0,0,1,0,0.12,1,1,1,0,0,0,0,0,0,0,1
0,3.53E-07,0.002261676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.043052838,0.054794521,0,0,0,0,1,0,0.07,1,1,1,0,0,0,0,0,0,0,1
0,3.13E-07,6.14E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033268102,0.033268102,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.16E-07,0.00218855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.007827789,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2.86E-07,1.18E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02739726,0.02739726,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.24E-07,0.002967335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569472,0.019569472,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,4.24E-07,7.97E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.060665362,0.060665362,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2.88E-07,1.21E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035225049,0.035225049,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,1.69E-06,7.82E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.203921569,0.454901961,0.75,0.06,0.02,0.03,0.04,0,0,0,1
0,1.44E-08,4.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.090196078,0.054901961,0.22,0.13,0.04,0.29,0,0,0,0,1
0,2.91E-07,4.28E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01369863,0.04109589,0,0,0,0,1,0,0.1,0.02745098,0.02745098,1,0,0.14,0,0,0,0,0,1
0,2.75E-07,1.77E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023483366,0.023483366,0,0,0,0,1,0,0,0.145098039,0.145098039,1,0,0.03,0,0,0,0,0,1
0,4.46E-07,6.53E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.011741683,0,0,0,0,1,0,0.33,0.192156863,0.576470588,1,0,0.02,0.01,0,0,0,0,1
0,4.33E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.121568627,0.121568627,1,0,1,0,0,0,0,0,1
0,6.92E-08,9.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.11372549,0.082352941,0.72,0.07,0.72,0,0,0,0,0,1
0,6.92E-08,9.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.270588235,0.188235294,0.7,0.04,0.7,0,0,0,0,0,1
0,4.33E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.211764706,0.215686275,1,0,1,0.04,0,0,0,0,1
0,4.64E-07,5.48E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.046966732,0.052837573,0,0,0,0,1,0,0.11,0.176470588,0.301960784,1,0,0.02,0.03,0,0,0,0,1
0,3.14E-07,3.28E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.009784736,0,0,0,0,1,0,0.4,0.047058824,0.733333333,1,0,0.08,0.05,0,0,0,0,1
0,4.30E-07,0.003311242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.005870841,0,0,0,0,1,0,0,0.031372549,1,1,0,0.12,0.05,0,0,0,0,1
0,2.70E-06,6.32E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.003913894,0,0,0,0,1,0,1,0.152941176,0.098039216,0.64,0.13,0.03,0,0,0,0,0,1
4.46E-04,1.29E-06,5.02E-04,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0.001956947,0.001956947,0,0,0,0,1,0,0,0.525490196,0.243137255,0.46,0.04,0.01,0,0,0,0,0,1
0,3.30E-07,4.07E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.007827789,0,0,0,0,1,0,0.5,0.02745098,1,1,0,0.14,0.06,0,0,0,0,1
0,2.13E-07,1.08E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.003913894,0,0,0,0,1,0,1,0.011764706,1,1,0,0.33,0.05,0,0,0,0,1
0,2.75E-07,0.001092626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.003921569,1,1,0,1,0.06,0,0,0,0,1
0,2.96E-07,0.003764353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.005870841,0,0,0,0,1,0,0,0.011764706,1,1,0,0.33,0.04,0,0,0,0,1
0,2.83E-07,3.30E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.007827789,0,0,0,0,1,0,0.5,0.37254902,1,1,0,0.01,0.01,0,0,0,0,1
0,4.57E-07,5.43E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01369863,0.01369863,0,0,0,0,1,0,0,0.658823529,1,1,0,0.01,0.01,0,0,0,0,1
0,3.23E-07,1.46E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.054794521,0.054794521,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.04E-07,5.45E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017612524,0.017612524,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.16E-07,0.004807711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.037181996,0.037181996,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.27E-07,5.16E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.005870841,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,4.54E-07,2.89E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023483366,0.035225049,0,0,0,0,1,0,0.11,1,1,1,0,0,0,0,0,0,0,1
0,3.09E-07,0.006580198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017612524,0.04109589,0,0,0,0,1,0,0.1,0.682352941,1,1,0,0.01,0.01,0.01,0,0,0,1
0,3.07E-07,0.001683455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.031311155,0.031311155,0,0,0,0,1,0,0,0.125490196,1,1,0,0.03,0.06,0,0,0,0,1
0,4.87E-07,6.30E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526419,0.023483366,0,0,0,0,1,0,0.17,0.184313725,1,1,0,0.02,0.02,0,0,0,0,1
0,3.01E-07,0.00143983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.003913894,0,0,0,0,1,0,0,0.007843137,1,1,0,0.5,0.04,0,0,0,0,1
0,3.40E-07,6.03E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023483366,0.023483366,0,0,0,0,1,0,0,0.047058824,1,1,0,0.08,0.04,0,0,0,0,1
0,3.55E-07,7.39E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526419,0.023483366,0,0,0,0,1,0,0.17,0.164705882,1,1,0,0.02,0.03,0,0,0,0,1
0,2.80E-07,1.57E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.050880626,0.050880626,0,0,0,0,1,0,0,0.282352941,1,1,0,0.01,0.03,0,0,0,0,1
0,2.83E-07,2.51E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017612524,0.017612524,0,0,0,0,1,0,0,0.11372549,1,1,0,0.03,0.03,0,0,0,0,1
0,4.86E-07,0.001076333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009784736,0.011741683,0,0,0,0,1,0,0.33,0.039215686,1,1,0,0.1,0.04,0,0,0,0,1
0,4.69E-07,6.46E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.007827789,0,0,0,0,1,0,0,0.168627451,1,1,0,0.02,0.04,0,0,0,0,1
0,3.89E-07,5.54E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.005870841,0,0,0,0,1,0,0.67,0.482352941,1,1,0,0.01,0.03,0,0,0,0,1
0,3.24E-07,1.23E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.003913894,0,0,0,0,1,0,0,0.796078431,1,1,0,0,0.03,0,0,0,0,1
0,3.50E-07,9.49E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.021526419,0,0,0,0,1,0,0.18,0.019607843,1,1,0,0.2,0.02,0,0,0,0,1
0,4.72E-07,4.35E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01369863,0.01369863,0,0,0,0,1,0,0,0.02745098,1,1,0,0.14,0.03,0,0,0,0,1
0,2.22E-07,0.003652239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.003913894,0,0,0,0,1,0,1,0.850980392,1,1,0,0,0.03,0,0,0,0,1
0,3.13E-07,0.005228623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526419,0.021526419,0,0,0,0,1,0,0,0.968627451,1,1,0,0,0.01,0,0,0,0,1
0,3.17E-07,1.35E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.039138943,0.04109589,0,0,0,0,1,0,0.1,1,1,1,0,0,0,0,0,0,0,1
0,4.63E-07,0.003823707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009784736,0.009784736,0,0,0,0,1,0,0,0.164705882,1,1,0,0.02,0.03,0,0,0,0,1
0,3.98E-07,1.48E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.003921569,1,1,0,1,0.04,0,0,0,0,1
0,3.97E-07,7.36E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.025440313,0.025440313,0,0,0,0,1,0,0,0.105882353,1,1,0,0.04,0.04,0,0,0,0,1
0,4.20E-07,1.38E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015655577,0.015655577,0,0,0,0,1,0,0,0.109803922,1,1,0,0.04,0.05,0,0,0,0,1
0,2.31E-07,1.84E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.003921569,1,1,0,1,0.05,0,0,0,0,1
0.003703132,3.81E-07,7.41E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.007827789,0,0,0,0,1,0,0.5,0.294117647,1,1,0,0.01,0.04,0,0,0,0,1
0,5.09E-07,0.002086523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.052837573,0,0,0,0,1,0,0.11,0.011764706,1,1,0,0.33,0.04,0,0,0,0,1
0,4.33E-07,2.70E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.039138943,0.039138943,0,0,0,0,1,0,0,0.078431373,0.858823529,1,0,0.05,0.03,0,0,0,0,1
0,4.56E-07,0.003394842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.005870841,0,0,0,0,1,0,0.67,0.352941176,0.858823529,1,0,0.01,0.03,0,0,0,0,1
0,4.12E-07,1.08E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569472,0.04109589,0,0.05,0,0,1,0,0.19,1,1,1,0,0,0,0,0,0,0,1
0,4.40E-07,4.30E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04109589,0.045009785,0,0,0,0,1,0,0.13,1,1,1,0,0,0,0,0,0,0,1
0,4.15E-07,9.91E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.031311155,0.062622309,0,0,0,0,1,0,0.16,1,1,1,0,0,0,0,0,0,0,1
0,3.50E-07,2.96E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.005870841,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.12E-07,8.88E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.068493151,0.074363992,0,0,0,0,1,0,0.08,1,1,1,0,0,0,0,0,0,0,1
0,2.97E-07,7.60E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023483366,0.023483366,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.13E-07,8.88E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.070450098,0.078277886,0,0,0,0,1,0,0.1,1,1,1,0,0,0,0,0,0,0,1
0,4.41E-07,0.001859191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009784736,0.009784736,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,4.56E-07,2.76E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.048923679,0.052837573,0,0,0,0,1,0,0.11,1,1,1,0,0,0,0,0,0,0,1
0,4.12E-07,0.00101019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033268102,0.101761252,0,0,0,0,1,0,0.08,0.796078431,1,1,0,0,0.01,0,0,0,0,1
0,2.94E-07,7.64E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.01369863,0,0,0,0,1,0,0.43,0.039215686,1,1,0,0.1,0.04,0,0,0,0,1
0,2.99E-07,2.48E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.005870841,0,0,0,0,1,0,0,0.156862745,1,1,0,0.03,0.07,0,0,0,0,1
0,4.27E-07,0.0092527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009784736,0.017612524,0,0,0,0,1,0,0.22,0.035294118,1,1,0,0.11,0.06,0,0,0,0,1
0,3.42E-07,2.12E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.149019608,1,1,0,0.03,0.04,0,0,0,0,1
0,3.30E-07,3.04E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029354207,0.029354207,0,0,0,0,1,0,0,0.058823529,1,1,0,0.07,0.05,0,0,0,0,1
0,2.31E-07,7.19E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.054901961,1,1,0,0.07,0.06,0,0,0,0,1
0,4.46E-07,5.00E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011741683,0.011741683,0,0,0,0,1,0,0,0.407843137,1,1,0,0.01,0.05,0,0,0,0,1
0,4.59E-07,1.23E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015655577,0.015655577,0,0,0,0,1,0,0,0.184313725,1,1,0,0.02,0.05,0,0,0,0,1
0,2.62E-07,6.95E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02739726,0.02739726,0,0,0,0,1,0,0,0.149019608,1,1,0,0.03,0.04,0,0,0,0,1
0,4.67E-07,0.001257694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.037181996,0.037181996,0,0,0,0,1,0,0,0.074509804,1,1,0,0.05,0.05,0,0,0,0,1
0,3.20E-07,0.003181864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.031311155,0.064579256,0,0,0,0,1,0,0.06,0.070588235,1,1,0,0.06,0.05,0,0,0,0,1
0,3.68E-07,6.45E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017612524,0.017612524,0,0,0,0,1,0,0,0.082352941,1,1,0,0.05,0.02,0,0,0,0,1
0,2.88E-07,1.82E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01369863,0.01369863,0,0,0,0,1,0,0,0.094117647,1,1,0,0.04,0.05,0,0,0,0,1
0,4.57E-07,8.72E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.045009785,0.045009785,0,0,0,0,1,0,0,0.090196078,1,1,0,0.04,0.05,0,0,0,0,1
0,3.87E-07,3.69E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0,0,1,0,0,0.007843137,1,1,0,0.5,0.05,0,0,0,0,1
0,4.23E-07,1.83E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04109589,0.04109589,0,0,0,0,1,0,0,0.921568627,1,1,0,0,0.01,0,0,0,0,1
0,2.97E-07,1.83E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033268102,0.033268102,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,3.14E-07,1.28E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009784736,0.009784736,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2.84E-07,7.08E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.054794521,0.054794521,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,5.12E-07,7.68E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005870841,0.007827789,0,0,0,0,1,0,0.5,1,1,1,0,0,0,0,0,0,0,1
0,5.09E-07,0.003287189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.007827789,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2.73E-07,4.93E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.039138943,0.04109589,0,0,0,0,1,0,0.1,1,1,1,0,0,0,0,0,0,0,1
0,3.46E-07,8.46E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011741683,0.01369863,0,0,0,0,1,0,0.29,1,1,1,0,0,0,0,0,0,0,1
0,3.29E-07,1.50E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.037181996,0.037181996,0,0,0,0,1,0,0,0.8,1,1,0,0,0.01,0,0,0,0,1
0,4.30E-07,6.23E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003913894,0.003913894,0.5,0.5,0,0,1,0,0,0.956862745,1,1,0,0,0.01,0,0,0,0,1
0,4.59E-07,3.55E-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01369863,0.01369863,0,0,0,0,1,0,0,0.039215686,1,1,0,0.1,0.01,0,0,0,0,1
0,4.59E-07,0.003091475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.007827789,0,0,0,0,1,0,0,0.156862745,1,1,0,0.03,0.01,0,0,0,0,1
0,3.95E-07,7.72E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526419,0.021526419,0,0,0,0,1,0,0,0.8,1,1,0,0,0.01,0,0,0,0,1
0,4.57E-07,7.18E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017612524,0.017612524,0,0,0,0,1,0,0,0.839215686,1,1,0,0,0.01,0,0,0,0,1
